author;title;date;lang_TALD;lang_world;branch_TALD;branch_world;url;from_TALD;from_Glottolog;from_Scholar;from_rsl
Mallaeva Z.M. and Patakhova P.D.;К вопросу о модификации эпистемических значений под влиянием контекста (на материале английского, немецкого и аварского языков);2010;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Patakhova P.D.;Некоторые особенности функции обращения в повелительных предложениях аварского и английского языков;2011;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Ramazanova Z.M.;Значение и употребление предлогов, послелогов и превербов в английском и аварском языках;2008;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Ramazanova Z.M.;ФУНКЦИОНАЛЬНЫЕ ЭКВИВАЛЕНТЫ ИМПЕРАТИВА (на материале немецкого, аварского и лакского языков);2016;Avar, Lak;Avar, Lak;Avar-Andic, Lak;Avar-Andic, Lak;;0;0;1;0
Mallaeva Z.M. and Samedov D.S.;Способы каузации и типы каузативных ситуаций (на материале аваро-андийских языков);2015;Avar, Upper Andi, Northern Akhvakh, Bagvalal, Tindi, Botlikh, Godoberi, Chamalal, Karata;Akhvakh, Andi, Avar, Bagvalal, Botlikh, Chamalal, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Samedov D.S.;Функционально-семантическая характеристика глагольных форм аориста и итератива в аварском литературном языке;2020;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Samedov D.S.;Структура и семантика аналитических форм прошедшего времени глагола в аварском литературном языке;2021;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Samedov D.S.;СТАТУС И ФУНКЦИИ ДЕТЕРМИНАТИВАВ ГЛАГОЛЬНОЙ МОРФЕМИКЕ АВАРСКОГО ЯЗЫКА;2023;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Sungurova S.M.;К вопросу о частных интерпретациях речевых актов в немецком языке (в сопоставлении с лакским);2005;Lak;Lak;Lak;Lak;;0;0;1;0
Mallaeva Z.M. and Surkhaeva S.A.;К вопросу о полисемантичности частиц в аварском языке;2003;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva-Magomedova S.D.;Именная морфология агульского языка;2017;Aghul;Aghul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01009466893;0;0;0;1
Malsagov Z.K.;Грамматика ингушского языка;1963;Ingush;Ingush;Nakh;Nakh;;0;1;0;0
Malyshev V. and Malysheva V. and Gutz A. and Novaya I. and Panina A. and Yurkova A. and Tiessen C. and Clifton J.M.;The sociolinguistic situation of the Dargwa in Dagestan;2019;Northern Dargwa, Tsudaqar, Hapshima;Dargwa;Dargwic;Dargwic;;0;0;1;0
Mamaeva R.Kh.;Именные определительные словосочетания в чеченском литературном языке;1967;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01010267284;0;0;0;1
Mamaeva S.G.;Животноводческая лексика кутишинской группы говоров аварского языка;2017;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01008583881;0;0;0;1
Mamajkhan A.A.;Andis;1994;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;1;0;0
Mamajkhan A.A.;Avars;1994;Avar;Avar;Avar-Andic;Avar-Andic;;0;1;0;0
Mamedbekova A.K.;Сопоставительный анализ межсловных и внутрисловных связей лексических единиц лезгинского и английского языков;2010;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01004643890;0;0;0;1
Mansurova R.S.;Русско-лакский разговорник;2007;Lak;Lak;Lak;Lak;;0;1;0;0
Mantsaeva A.N.;Формирование лингвистической терминологии в чеченском языке;2009;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01004375713;0;0;0;1
Mantsaeva A.N.;Лингвистическая терминология чеченского языка. Истоки формирования и развития;2013;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01006669066;0;0;0;1
Mantsaeva A.N.;Особенности формирования и основные этапы развития терминосистем английского и чеченского языков: учебное пособие;2016;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01008792818;0;0;0;1
Matieva Z.S.;Именные словосочетания в русском и лезгинском языках;2004;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002800313;0;0;0;1
Matsiev A.G.;Чеченско-русский словарь: Около 20 000 слов;1961;Chechen;Chechen;Nakh;Nakh;;1;1;0;0
Matsiev A.G.;Очерки лексикологии современного чеченского языка;1973;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01007360398;0;0;0;1
Matsiev A.G. and O'Sullivan P.A.;A short grammatical outline of the Chechen language;1995;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Mazanaev I.A.;Основные группы звукосимволических слов: фоносемантический анализ: на материале английского и лезгинского языков;1985;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01008725153;0;0;0;1
Mazanaev Sh.A.;Агульско-русский словарь;2014;Aghul;Aghul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01007496517;0;0;0;1
Medzhidov M.G.;Категория множественности в аварском языке;2004;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01002737999;0;0;0;1
Medzhidova M.K.;Категории локализации и ориентации в дагестанских языках;2007;Avar, Tabasaran, Aghul, Lezgian, Lak, Northern Dargwa;Aghul, Avar, Dargwa, Lak, Lezgian, Tabasaran;Avar-Andic, Dargwic, Lak, Lezgic;Avar-Andic, Dargwic, Lak, Lezgic;https://search.rsl.ru/ru/record/01003316749;0;0;0;1
Medzhidova Z.S.;Семантико-стилистические средства выражения индивидуально-авторской модальности в системе функционирования аварской публицистики;2009;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004372674;0;0;0;1
Mejlanova U.A.;Очерки лезгинской диалектологии;1964;Lezgian;Lezgian;Lezgic;Lezgic;;1;1;0;0
Mejlanova U.A.;Гюнейский диалект: основа лезгинского литературного языка;1970;Lezgian;Lezgian;Lezgic;Lezgic;;0;1;0;0
Mejlanova U.A.;Будухско-русский словарь;1984;Budukh;Budukh;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01001192384;1;1;0;1
Mekhtikhanova R.Kh.;Система глагола в цудахарском диалекте даргинского языка;1974;Tsudaqar;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01009698067;0;0;0;1
Melenchenko M.;Numeral systems in Lezgic languages;2024;Lezgian;Lezgian;Lezgic;Lezgic;;0;0;1;0
Merdanova S.R.;Фонетическая интерференция при взаимодействии языков с контрастными фонологическими системами: на материале русской речи агульцев;1986;Aghul;Aghul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01008645205;0;0;0;1
Merdanova S.R.;Морфология и грамматическая семантика агульского языка: На материале хпюкского говора;2004;Aghul;Aghul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002739608;1;1;0;1
Mereshkova Kh.R.;Статус и функции английского предлога и его ингушских эквивалентов в тексте;2006;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01003012597;0;0;0;1
Mereshkova Kh.R.;Текстовые функции средств выражения категории отношений в английском и ингушском языках;2009;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01004326677;0;0;0;1
Merzhoeva Z.S.;Концепты родства в молодежном языковом сознании русских и ингушей;2009;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01004261721;0;0;0;1
Mezhidova T.U.;Этнонимы и племенные названия нахов (нохчий/нахчий);2019;Chechen, Ingush;Chechen, Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01010025680;0;0;0;1
Mikailov E.Sh.;Кутишинская группа говоров аварского языка;1966;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01010337097;0;0;0;1
Mikailov K.Sh.;Арчинский язык: грамматический очерк с текстами и словарем;1967;Archi;Archi;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01006348324;1;1;0;1
Mikailov Sh.I.;Очерки аварской диалектологии;1959;Avar;Avar;Avar-Andic;Avar-Andic;;1;1;0;0
Mikailova A.A.;"Языковая концептуализация негативной оценки (""плохо"") паремиологического фонда аварского и английского языков: диссетрация";2017;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01008583910;0;0;0;1
Mikeladze M.G.;Интерферентные процессы в бацбийском языке;1978;Tsova-Tush;Tsova-Tush;Nakh;Nakh;https://search.rsl.ru/ru/record/01009453942;0;0;0;1
Millinova L.G.;"Морфологическое разделение имен на грамматические классы и его соотношение с семасиологическим разделением на ""кто? "" и ""что? "" в лакском языке";2003;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01002611375;0;0;0;1
Minkailova Zh.D.;Смысловые связи и отношения в лексике лакского и английского языков;2002;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01002307715;0;0;0;1
Mirzakhanova B.M.;Лексико-семантическая структура лезгинского слова;2003;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002609244;0;0;0;1
Mirzakhanova M.M.;Синонимика сравнительных конструкций в лезгинском, русском и английском языках;2014;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01007498833;0;0;0;1
Mirzakhanova S.D.;Фразеологизмы с качественной характеристикой человека в даргинском и английском языках;2009;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01004367468;0;0;0;1
Mirzamagomedova R.M.;Фонетические и морфологические (именные) особенности нижнемулебкинского говора даргинского языка;2007;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01003062972;1;0;0;1
Mishaeva M.V.;Типология зависимого таксиса в английском и даргинском языках;2007;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01003319691;0;0;0;1
Misieva L.A.;Гендерная фразеология аварского языка в сопоставлении с английской;2009;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004348504;0;0;0;1
Misieva L.A.;Паремиологические единицы аварского языка: этнолингвистические особенности функционирования;2022;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01011758434;0;0;0;1
Mobili R.B.;Удинско-азербайджанско-русский словарь;2010;Udi;Udi;Lezgic;Lezgic;;1;1;0;0
Molochieva Z.;Category of evidentiality and mirativity in Chechen;2007;Chechen;Chechen;Nakh;Nakh;;1;1;0;0
Molochieva Z.;Tense, aspect and mood in Chechen;2010;Chechen;Chechen;Nakh;Nakh;;1;1;0;0
Molochieva Z.;Aspect in Chechen;2011;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Molochieva Z.;Deictic prefixes in Chechen;;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Molochieva Z. and Witzlack-Makarevich A.;Grammatical relations in Chechen;2008;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Moor M.;Studien zum lesgischen Verb;1985;Lezgian;Lezgian;Lezgic;Lezgic;;0;1;0;0
Moroz G.A.;Фонология и фонетика консонантной системы мегебского языка в сопоставлении с другими даргинскими идиомами;2013;Sanzhi-Itsari, Kajtak, Tsudaqar, Usisha-Butri, Hapshima, Muira, Mehweb, Kubachi, Chirag, Northern Dargwa, Southwestern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Moroz G.A.;Именное ударение в даргинских языках;2014;Chirag, Kubachi, Northern Dargwa, Kajtak, Southwestern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Moroz G.A.;Stress In Mehweb: A Lexically Filled Optimality Theory Approach;2015;Mehweb;Dargwa;Dargwic;Dargwic;;0;0;1;0
Moroz G.A.;COMPARING PHONOLOGICAL SYSTEMS AND SYLLABLE STRUCTURE OF BOTLIKH AND ZILO ANDI: A DATA-DRIVEN ANALYSIS;2019;Upper Andi, Botlikh;Andi, Botlikh;Avar-Andic;Avar-Andic;;0;0;1;0
Moroz G.A.;Phonology of Mehweb;2019;Mehweb;Dargwa;Dargwic;Dargwic;;1;0;1;0
Moroz G.A.;Online Dictionary of Zilo Andi (v1.0.2);2024;Upper Andi;Andi;Avar-Andic;Avar-Andic;;1;0;0;0
Moroz G.A.;Лексикографическая база данных словарей андийских языков;2024;Upper Andi, Lower Andi, Northern Akhvakh, Bagvalal, Botlikh, Godoberi, Karata, Tindi, Tukita, Chamalal;Akhvakh, Andi, Bagvalal, Botlikh, Chamalal, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;;0;0;1;0
Moroz G.A. and Naccarato Ch. and Verhees S.;Variation in two dictionaries of Botlikh;2019;Botlikh;Botlikh;Avar-Andic;Avar-Andic;;0;1;1;0
Moroz G.A. and Naccarato Ch. and Verhees S.;Godoberi;2021;Godoberi;Godoberi;Avar-Andic;Avar-Andic;;1;0;0;0
Movtaev S.M.;Категория глагольного вида в вайнахских языках;1974;Chechen, Ingush;Chechen, Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01009645945;0;0;0;1
